Time,Contract,Fill Type,Filled Qty,Exec.Price,Value,Fill ID,Side,Fee rate,Rebate,Fees paid,Order Type,Order Price,Order Qty,Unfilled Qty,Order ID,Client Order ID
2024-07-08 22:45:40.889019+05:30 IST Asia/Kolkata,BTCUSD,normal,2,56018.5,112.037,2deb7776586a4d359d9f08244b2f4712,buy,0.00045,0,0.05949165,market_order,57354,2,0,70402048,
2024-07-08 21:26:54.279934+05:30 IST Asia/Kolkata,BTCUSD,normal,2,55795.5,111.591,7e187b1e75a94bb3a1804b778bf5847d,sell,0.00045,0,0.05925483,limit_order,55549.5,2,0,70401319,
2024-07-08 21:25:33.841179+05:30 IST Asia/Kolkata,BTCUSD,normal,2,55788,111.576,e3606027236a4b51b27947232e43f9ed,sell,0.00045,0,0.05924686,market_order,54454,2,0,70399111,
2024-07-08 21:23:49.175185+05:30 IST Asia/Kolkata,BTCUSD,normal,1,5.59E+4,55.9,748c9dcdd4dd4a0c948e7cc180ce884a,buy,0.00018,0,0.01187316,limit_order,55900,1,0,70392900,
2024-07-08 21:06:32.275399+05:30 IST Asia/Kolkata,BTCUSD,normal,1,5.63E+4,56.3,a519aabd8e414f5db5fb5d2b3b829d42,buy,0.00018,0,0.01195812,limit_order,56300,1,0,70374527,
2024-07-08 19:58:29.035339+05:30 IST Asia/Kolkata,BTCUSD,normal,1,56011.5,56.0115,e36d17ebeb5348be852ab8a469774edb,buy,0.00045,0,0.02974211,market_order,57725.5,1,0,70054506,
2024-07-08 14:58:35.564197+05:30 IST Asia/Kolkata,BTCUSD,normal,1,57855.5,57.8555,52960ad1700f4d50a45bbe0bd3d2c410,sell,0.00045,0,0.03072128,market_order,56358.5,1,0,70051371,
2024-07-08 06:08:33.609716+05:30 IST Asia/Kolkata,BTCUSD,liquidation,1,55406,55.406,4f2f4a95e17f4be7bae54aaf887b74ad,sell,0.00045,0,0.02942059,limit_order,55270.5,1,0,69723075,
2024-07-06 00:38:24.279953+05:30 IST Asia/Kolkata,BTCUSD,normal,1,56372.5,56.3725,822b9a336f804cf8ada4b6400ea60dff,buy,0.00045,0,0.0299338,market_order,57786.5,1,0,68376244,
2024-07-06 00:34:44.452456+05:30 IST Asia/Kolkata,BTCUSD,liquidation,7,5.638E+4,394.66,72c6b1056f9d48dfbbe12e7f3b77c722,sell,0.00045,0,0.20956446,limit_order,56239.5,7,0,68374027,
2024-07-06 00:18:47.032011+05:30 IST Asia/Kolkata,BTCUSD,normal,7,56522,395.654,934fef8c4a6b431698144e57cf95eca8,buy,0.00045,0,0.21009228,market_order,57983,7,0,68368243,
2024-07-05 23:48:30.259462+05:30 IST Asia/Kolkata,BTCUSD,liquidation,26,55856.5,1452.269,7a9517ff242245c7b348b67fb9034c3a,sell,0.00045,0,0.77115484,limit_order,55720.5,26,0,68342207,
2024-07-05 23:45:39.406949+05:30 IST Asia/Kolkata,BTCUSD,normal,26,5.6E+4,1456,30a7e2edeed442959def502171630c7c,buy,0.00018,0,0.3092544,limit_order,56000,26,0,68222220,
